飞机地址码,数据来源,航班号,飞机注册号,航向,经度,维度,垂直加速度,地速,高度,接收机位置,未知 
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.917664,103.650566,24.639215,0,733,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,207.765900,124.065613,41.318939,117,671,5387,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497314,41.649181,0,0,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.917664,103.644348,24.641962,0,733,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,212.140717,124.062988,41.315414,175,664,5387,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497299,41.649170,0,2,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.787323,103.644348,24.641962,0,732,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,212.140717,124.061295,41.313484,175,664,5402,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497299,41.649170,0,2,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.114182,113.573654,22.431196,-234,491,1226,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.787323,103.637398,24.645035,0,732,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,217.548874,124.056702,41.308777,234,656,5410,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.497299,41.649170,0,2,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.114182,113.577118,22.431429,-253,491,1211,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.787323,103.633881,24.646618,-19,732,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,218.685120,124.056702,41.308777,253,654,5417,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,219.375000,123.497139,41.649055,0,17,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.329453,113.580017,22.431616,-253,491,1203,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.787323,103.630196,24.648247,0,732,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,221.308624,124.056702,41.308777,273,650,5433,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,222.187500,123.496918,41.648903,0,35,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.329453,113.582253,22.431747,-234,491,1196,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.787323,103.629112,24.648712,0,732,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,223.726974,124.049126,41.302357,292,648,5440,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,225.000000,123.496689,41.648746,0,51,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.682068,112.621201,22.369560,526,660,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.329453,113.582916,22.431755,-253,491,1196,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.787323,103.622322,24.651737,0,732,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,227.449036,124.046387,41.300354,312,643,5448,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.496063,41.648346,0,79,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.674042,112.621201,22.369560,429,667,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.329453,113.586884,22.432034,-253,491,1181,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.850525,103.618668,24.653366,-19,730,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,228.503540,124.042198,41.297562,312,642,5455,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.495750,41.648125,0,96,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.674042,112.621201,22.369560,429,667,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.329453,113.590088,22.432220,-253,491,1173,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.850525,103.615898,24.654577,-19,730,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,232.168640,124.037903,41.294998,312,640,5471,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.495468,41.647945,0,96,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.674042,112.621201,22.369560,429,667,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.315590,113.591408,22.432314,-234,489,1165,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.850525,103.612938,24.655882,-19,730,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,234.462326,124.034424,41.293121,331,637,5486,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.494492,41.647293,0,120,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.674042,112.621201,22.369560,429,667,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.315590,113.595985,22.432571,-234,489,1150,SZXZH1,SZXZH1
780250,CapitalAir,ZH9921,B-6153,295.850525,103.610146,24.657139,-19,730,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,235.568878,124.031708,41.291744,331,635,5494,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.494263,41.647144,0,144,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.674042,112.621201,22.369560,429,667,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.099510,113.597832,22.432709,-253,490,1150,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237251,45.618122,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.850525,103.603821,24.659958,-19,730,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,237.144287,124.027100,41.289551,331,634,5509,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.492859,41.646225,0,159,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.671402,112.621201,22.369560,409,670,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.301620,113.597832,22.432709,-253,488,1143,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.850525,103.603821,24.659958,-19,730,9182,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,237.144287,124.024467,41.288300,331,634,5516,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.491982,41.645645,0,174,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.671402,112.621201,22.369560,409,670,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.084717,113.603210,22.433012,-253,488,1127,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.850525,103.600090,24.661608,-19,730,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.674042,112.572067,22.325010,409,667,8968,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,238.172546,124.024467,41.288300,331,632,5516,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.490936,41.644947,0,194,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.671402,112.621201,22.369560,409,670,8694,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.301620,113.605721,22.433167,-253,488,1120,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.981079,103.595222,24.663757,-19,731,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.674042,112.572067,22.325010,409,667,8968,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,238.403488,124.017479,41.285038,331,632,5539,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.489899,41.644272,0,203,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.671402,112.621201,22.369560,409,670,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.301620,113.609116,22.433395,-253,488,1112,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,296.044800,103.589882,24.666138,-19,729,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.674042,112.572067,22.325010,409,667,8968,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,238.403488,124.015869,41.284332,331,632,5547,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.488914,41.643608,0,222,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.671402,112.621201,22.369560,409,670,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.287544,113.609772,22.433432,-253,486,1104,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,296.044800,103.587395,24.667240,-19,729,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.674042,112.572067,22.325010,409,667,8968,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,238.403488,124.010437,41.281723,331,632,5562,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.487656,41.642773,0,231,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.273354,113.614609,22.433716,-253,484,1097,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,296.044800,103.584389,24.668610,0,729,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.674042,112.572067,22.325010,409,667,8968,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,236.263733,124.010437,41.281723,312,636,5570,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.486687,41.642132,0,250,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.273354,113.616585,22.433849,-253,484,1089,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,296.044800,103.578896,24.671057,0,729,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.674042,112.572067,22.325010,409,667,9083,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,232.964981,124.005241,41.279079,312,642,5585,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.485123,41.641113,0,259,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.039688,113.619942,22.434036,-253,482,1074,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,296.044800,103.578896,24.671057,0,729,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.674042,112.572067,22.325010,409,667,9083,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,232.964981,124.000977,41.276550,312,642,5593,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.812500,123.484459,41.640675,0,268,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.039688,113.622536,22.434223,-253,482,1066,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,296.044800,103.572083,24.674103,0,729,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.674042,112.572067,22.325010,409,667,9083,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,229.523102,124.000977,41.276550,292,647,5593,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.525620,123.482391,41.639328,58,276,-68,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.039688,113.624001,22.434311,-253,482,1066,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237244,45.618118,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.914001,103.572083,24.674103,0,728,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.551971,112.572067,22.325010,370,679,9083,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,227.309067,123.995193,41.272701,273,650,5608,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.708435,123.481415,41.638649,273,283,-53,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.039688,113.625130,22.434362,-253,482,1059,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618134,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.914001,103.563866,24.677761,0,728,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.551971,112.572067,22.325010,370,679,9083,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,225.000000,123.992126,41.270462,273,654,5615,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.954254,123.479942,41.637718,604,284,-30,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.024445,113.629196,22.434631,-234,480,1051,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618134,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.977753,103.560127,24.679413,0,727,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.551971,112.572067,22.325010,370,679,9083,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,220.914383,123.987793,41.266891,273,661,5631,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.460175,123.478539,41.636787,721,282,0,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.024445,113.629196,22.434631,-234,480,1051,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618134,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.977753,103.558449,24.680145,0,727,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.551971,112.572067,22.325010,370,679,9083,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,219.559662,123.986137,41.265442,273,663,5638,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.179825,123.477135,41.635857,624,283,22,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.024445,113.629196,22.434631,-234,480,1036,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618134,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.977753,103.552902,24.682617,0,727,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.551971,112.572067,22.325010,370,679,9083,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,215.445709,123.986137,41.265442,273,670,5646,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.428375,123.475410,41.634693,546,284,38,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.024445,113.629196,22.434631,-234,480,1028,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618134,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.846436,103.552902,24.682617,0,726,9182,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.551971,112.572067,22.325010,370,679,9083,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,213.340714,123.979340,41.258133,312,673,5661,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.397125,123.474007,41.633762,585,287,68,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.024445,113.629196,22.434631,-253,480,1013,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618134,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.846436,103.546974,24.685255,-19,726,9174,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.551971,112.572067,22.325010,370,679,9197,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,212.555649,123.978821,41.257462,312,674,5661,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.641190,123.472275,41.632599,643,288,91,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.024445,113.629196,22.434631,-253,480,1013,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618134,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.846436,103.544228,24.686512,-19,726,9174,ZPPP,ZPPP
780B1C,SH,ZH9623,,225.551971,112.572067,22.325010,370,679,9197,ZGBH,ZGBH
780570,SYAirport,ZH9850,B-6570,211.638428,123.975090,41.252918,312,674,5684,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.366455,123.471130,41.631855,604,289,114,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.024445,113.629196,22.434631,-253,480,1013,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.977753,103.538475,24.689074,0,727,9174,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,210.720871,123.973877,41.251373,312,674,5684,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.336334,123.471130,41.631855,624,292,129,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,86.024445,113.629196,22.434631,-253,480,990,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,296.041809,103.538475,24.689074,0,725,9174,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,210.075729,123.973877,41.251373,331,676,5707,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.336334,123.468513,41.630085,702,292,160,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.556244,112.621201,22.369560,390,674,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.788147,113.629196,22.434631,-234,479,982,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,296.041809,103.538475,24.689074,-19,725,9174,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,209.725418,123.968727,41.244537,331,676,5715,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.336334,123.466721,41.628922,721,292,190,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.771812,113.652916,22.436188,-234,477,975,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,296.041809,103.530441,24.692612,-19,725,9174,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,208.735367,123.965881,41.240662,331,677,5730,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.066483,123.465416,41.628067,702,293,213,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.771812,113.652916,22.436188,-234,477,967,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.910278,103.525948,24.694611,-19,724,9174,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,208.385574,123.964668,41.239044,331,677,5737,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,228.066483,123.464676,41.627571,721,293,236,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.771812,113.657806,22.436508,-234,477,960,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.910278,103.520332,24.697126,-19,724,9174,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,208.385574,123.961853,41.235031,331,677,5753,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.823959,123.462227,41.625870,780,292,266,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.771812,113.659973,22.436644,-234,477,952,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.910278,103.518730,24.697824,-19,724,9174,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,208.100006,123.960732,41.233505,351,680,5768,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.556152,123.461105,41.625092,760,293,289,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.771812,113.661903,22.436783,-234,477,944,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.910278,103.514427,24.699734,-19,724,9174,ZPPP,ZPPP
780570,SYAirport,ZH9850,B-6570,207.889175,123.960732,41.233505,331,680,5775,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,227.045410,123.459358,41.623901,721,293,320,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.755363,113.665359,22.437016,-234,475,937,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780250,CapitalAir,ZH9921,B-6153,295.910278,103.510895,24.701294,-19,724,9174,ZPPP,ZPPP
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.978012,113.665359,22.437016,-234,475,929,SZXZH1,SZXZH1
780570,SYAirport,ZH9850,B-6570,207.889175,123.960732,41.233505,331,680,5791,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,226.023026,123.457924,41.622849,741,293,350,ZYTX,ZYTX
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,207.889175,123.953117,41.222660,351,680,5798,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,224.236099,123.456863,41.622025,741,294,373,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.978012,113.671265,22.437387,-234,475,914,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237183,45.618122,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,207.751282,123.950439,41.218735,409,680,5814,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,221.219421,123.455925,41.621239,643,297,396,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.978012,113.672531,22.437481,-234,475,914,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237183,45.618122,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,207.751282,123.950439,41.218735,429,680,5829,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,217.782623,123.454201,41.619610,546,302,419,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.962288,113.676346,22.437714,-253,473,899,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237183,45.618122,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,207.751282,123.946960,41.213745,487,680,5852,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,215.334930,123.453049,41.618355,526,304,434,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.946449,113.676987,22.437790,-273,471,891,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,207.816467,123.944504,41.210278,507,682,5867,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,208.555817,123.451805,41.616577,585,309,457,ZYTX,ZYTX
780B1C,SZAir,ZH9623,,225.545654,112.621201,22.369560,351,687,9037,SZXZH1,SZXZH1
780472,SZAir,ZH9593,B-5379,85.930481,113.681335,22.438040,-234,469,883,SZXZH1,SZXZH1
780666,HRB,ZH9433,B-6691,25.312500,126.237198,45.618130,0,0,0,HRB,HRB
780570,SYAirport,ZH9850,B-6570,207.816467,123.942322,41.207199,507,682,5882,ZYTX,ZYTX
780bed,SYAirport,ZH9601,,203.687531,123.451263,41.615559,546,313,472,ZYTX,ZYTX
